Sample,Pitch,P_Anteil,I_Anteil,D_Anteil,PWM
2074,0.72,-10.8,0,-36.9,-80
2075,1.03,-15.4,0,-30.8,-80
2076,1.25,-18.7,0,-22.3,-80
2077,1.42,-21.3,0,-17.1,-80
2078,1.49,-22.3,0,-6.7,-50
2079,1.58,-23.7,0,-9,-50
2080,1.12,-16.8,0,46,80
2081,0.64,-9.6,0,47.6,80
2082,0.16,-2.3,0,48.6,80
2083,-0.34,5.1,0,49.5,80
2084,-0.85,12.8,0,51.4,80
2085,-1.11,16.7,0,26,80
2086,-1.36,20.4,0,24.8,80
2087,-1.34,20.1,0,-2,50
2088,-1.34,20.2,0,0.4,50
2089,-1.32,19.8,0,-2.3,50
2090,-1,15,0,-32.3,-80
2091,-0.54,8.1,0,-45.6,-80
2092,-0.04,0.7,0,-49.9,-80
2093,0.41,-6.2,0,-45.5,-80
2094,0.79,-11.8,0,-37.7,-80
2095,1.1,-16.4,0,-30.8,-80
2096,1.26,-19,0,-16.8,-80
2097,1.86,-27.9,0,-59.6,-87
2098,1.67,-25,0,19.1,-80
2099,1.29,-19.4,0,37.6,80
2100,0.74,-11,0,55.7,80
2101,0.12,-1.7,0,62,80
2102,-0.48,7.2,0,59.9,80
2103,-0.97,14.5,0,48.3,80
2104,-1.29,19.3,0,32.1,80
2105,-1.82,27.3,0,53.2,80
2106,-2.06,30.8,0,23.7,80
2107,-1.95,29.3,0,-10.5,80
2108,-1.68,25.2,0,-27,-80
2109,-1.5,22.5,0,-17.9,80
2110,-1.11,16.6,0,-39.2,-80
2111,-0.94,14.1,0,-17,-80
2112,-0.69,10.3,0,-25.3,-80
2113,-0.45,6.8,0,-23.4,-80
2114,-0.34,5.1,0,-11.2,-80
2115,-0.28,4.1,0,-6.3,-80
2116,-0.27,4,0,-1,80
2117,-0.5,7.5,0,23.1,80
2118,-0.96,14.4,0,46.5,80
2119,-1.52,22.7,0,55.3,80
2120,-1.88,28.2,0,36.7,80
2121,-2.47,37,0,58.6,95
2122,-3,45,0,53.2,98
2123,-3.14,47.1,0,13.7,80
2124,-3.22,48.3,0,8.5,80
2125,-3.15,47.2,0,-7.4,80
2126,-2.97,44.5,0,-18.2,80
2127,-2.72,40.8,0,-24.7,80
2128,-2.29,34.4,0,-42.7,-80
2129,-1.62,24.2,0,-67.8,-80
2130,-0.82,12.3,0,-79.8,-80
2131,-0.08,1.3,0,-73.4,-80
2132,0.48,-7.2,0,-56.7,-80
2133,1.02,-15.2,0,-53.3,-80
2134,1.57,-23.5,0,-55.3,-80
2135,1.81,-27.1,0,-23.8,-50
2136,1.75,-26.3,0,5.4,-50
2137,1.26,-18.9,0,49.5,80
2138,0.84,-12.5,0,42.1,80
2139,0.29,-4.3,0,55.1,80
2140,-0.17,2.5,0,45.1,80
2141,-0.59,8.9,0,42.7,80
2142,-1.15,17.2,0,55.5,80
2143,-1.65,24.8,0,50.4,80
2144,-1.55,23.3,0,-10,50
2145,-1.49,22.4,0,-6,50
2146,-1.51,22.7,0,2.2,50
2147,-1.43,21.5,0,-8.2,50
2148,-1.17,17.6,0,-25.8,-80
2149,-0.96,14.4,0,-21.3,-80
2150,-0.5,7.5,0,-46.2,-80
2151,-0.03,0.4,0,-47.3,-80
2152,0.38,-5.8,0,-41.1,-80
2153,0.99,-14.8,0,-60.3,-80
2154,1.11,-16.7,0,-12.4,-80
2155,0.94,-14.2,0,16.8,80
2156,0.54,-8.1,0,40.4,80
2157,-0.12,1.8,0,65.7,80
2158,-0.58,8.8,0,46.8,80
2159,-0.78,11.7,0,19.6,80
2160,-0.78,11.7,0,-0.3,80
2161,-0.67,10.1,0,-10.3,0
2162,-0.57,8.6,0,-10.5,-80
2163,-0.29,4.4,0,-27.7,-80
2164,-0.04,0.6,0,-25.5,-80
2165,0.66,-10,0,-70.1,-80
2166,0.67,-10.1,0,-1.2,-80
2167,0.74,-11.1,0,-6.7,-80
2168,0.68,-10.2,0,6.4,-80
2169,0.56,-8.3,0,12.2,80
2170,0.12,-1.9,0,43.3,80
2171,-0.37,5.5,0,49.3,80
2172,-1,15,0,63,80
2173,-1.38,20.7,0,38.2,80
2174,-1.59,23.9,0,21.1,80
2175,-1.52,22.8,0,-7.3,80
2176,-1.39,20.9,0,-12.8,50
2177,-1.24,18.5,0,-15.6,50
2178,-1.08,16.1,0,-15.9,0
2179,-0.84,12.7,0,-23.2,-80
2180,-0.22,3.3,0,-62.4,-80
2181,0.24,-3.6,0,-46.3,-80
2182,0.68,-10.1,0,-43.4,-80
2183,0.95,-14.3,0,-27.5,-80
2184,1.2,-18,0,-24.6,-80
2185,1.39,-20.8,0,-19.1,-80
2186,1.13,-16.9,0,26.3,80
2187,0.79,-11.8,0,33.6,80
2188,0.45,-6.7,0,34.2,80
2189,0.18,-2.7,0,26.7,80
2190,0.01,-0.2,0,17,80
2191,-0.06,0.8,0,6.6,80
2192,-0.04,0.6,0,-1.8,-80
2193,-0.01,0.1,0,-2.9,-80
2194,-0.16,2.3,0,14.7,80
2195,0.03,-0.4,0,-18.2,-80
2196,0.17,-2.5,0,-14.3,-80
2197,0.34,-5.2,0,-17.5,-80
2198,0.49,-7.4,0,-14.6,-80
2199,0.67,-10,0,-17.5,-80
2200,1.24,-18.6,0,-57.7,-80
2201,1.6,-24,0,-35.6,-80
2202,1.35,-20.2,0,25.1,80
2203,0.87,-13.1,0,47.6,80
2204,0.37,-5.5,0,50.6,80
2205,-0.13,1.9,0,49.6,80
2206,-0.63,9.5,0,50.1,80
2207,-1.01,15.1,0,37.7,80
2208,-1.5,22.5,0,49,80
2209,-1.79,26.8,0,28.9,55
2210,-1.95,29.2,0,16.3,50
2211,-1.82,27.4,0,-12.5,50
2212,-1.7,25.6,0,-12,50
2213,-1.5,22.5,0,-20.7,50
2214,-1.31,19.6,0,-18.7,0
2215,-1.2,18,0,-10.8,80
2216,-0.85,12.8,0,-34.8,-80
2217,-0.58,8.8,0,-27,-80
2218,-0.13,2,0,-45.2,-80
2219,0.25,-3.8,0,-38.4,-80
2220,0.61,-9.1,0,-35.7,-80
2221,0.9,-13.5,0,-29,-80
2222,1.09,-16.3,0,-19,-80
2223,1.27,-19.1,0,-18.2,-50
2224,1.2,-18,0,7,-50
2225,0.92,-13.8,0,28.3,80
2226,0.57,-8.6,0,34.7,80
2227,0.2,-3,0,37.2,80
2228,-0.25,3.7,0,44.6,80
2229,-0.77,11.5,0,51.8,80
2230,-1.56,23.4,0,79.5,102
2231,-1.81,27.2,0,24.9,80
2232,-2.06,30.9,0,24.8,80
2233,-2.21,33.1,0,14.8,80
2234,-2.19,32.9,0,-1.5,80
2235,-2.09,31.4,0,-9.9,80
2236,-1.97,29.6,0,-12.1,80
2237,-1.7,25.5,0,-27.4,-80
2238,-1.2,18,0,-49.8,-80
2239,-0.62,9.2,0,-58.2,-80
2240,0.01,-0.2,0,-63,-80
2241,0.58,-8.6,0,-56.3,-80
2242,1.12,-16.9,0,-54.8,-80
2243,1.77,-26.6,0,-65,-91
2244,2.02,-30.3,0,-24.8,-80
2245,2.04,-30.6,0,-1.5,-80
2246,2.07,-31,0,-3,-80
2247,2.59,-38.9,0,-52.4,-91
2248,2.69,-40.4,0,-10.1,-80
2249,2.59,-38.9,0,10.1,-80
2250,2.64,-39.6,0,-4.8,-80
2251,2.54,-38.1,0,9.7,-80
2252,2.1,-31.5,0,44,80
2253,1.71,-25.7,0,39.1,80
2254,1.16,-17.4,0,54.9,80
2255,0.62,-9.3,0,54,80
2256,0.01,-0.2,0,61,80
2257,-0.82,12.2,0,82.7,94
2258,-1.1,16.5,0,28.2,80
2259,-1.29,19.3,0,19.2,80
2260,-1.34,20.2,0,5.5,80
2261,-1.33,20,0,-1.3,80
2262,-1.29,19.4,0,-3.8,80
2263,-1.18,17.7,0,-11.3,80
2264,-0.83,12.5,0,-34.7,-80
2265,-0.32,4.8,0,-51.1,-80
2266,0.24,-3.6,0,-55.9,-80
2267,0.82,-12.3,0,-58,-80
2268,1.58,-23.6,0,-75.8,-99
2269,2.19,-32.8,0,-61.1,-93
2270,2.95,-44.2,0,-76.3,-120
2271,3.4,-51,0,-45.2,-96
2272,3.83,-57.5,0,-43.3,-100
2273,4.31,-64.7,0,-47.7,-112
2274,4.27,-64.1,0,3.9,-80
2275,4.31,-64.7,0,-4.3,-80
2276,4.32,-64.8,0,-0.8,-80
2277,4.07,-61.1,0,25,-80
2278,3.9,-58.5,0,17,-80
2279,3.49,-52.4,0,41.2,-80
2280,3.1,-46.5,0,39.2,-80
2281,2.77,-41.5,0,33.3,-50
2282,2.33,-35,0,43.4,80
2283,1.72,-25.8,0,61.2,80
2284,1.09,-16.4,0,62.8,80
2285,0.51,-7.6,0,58.3,80
2286,-0.04,0.6,0,54.8,80
2287,-0.5,7.5,0,46.3,80
2288,-1,15,0,49.5,80
2289,-1.16,17.4,0,16.2,50
2290,-1.05,15.8,0,-10.8,50
2291,-0.95,14.2,0,-10.5,50
2292,-0.79,11.9,0,-15.5,-80
2293,-0.44,6.7,0,-34.6,-80
2294,-0.07,1.1,0,-37.3,-80
2295,0.29,-4.4,0,-36.2,-80
2296,0.65,-9.8,0,-36,-80
2297,0.97,-14.6,0,-32.1,-80
2298,1.6,-24,0,-63.1,-87
2299,1.73,-25.9,0,-12.4,-80
2300,1.75,-26.3,0,-2.5,-80
2301,1.64,-24.6,0,11.1,-80
2302,1.67,-25,0,-2.6,-80
2303,1.73,-25.9,0,-6.1,-80
2304,1.42,-21.3,0,30.7,80
2305,0.99,-14.9,0,42.7,80
2306,0.4,-6,0,59.6,80
2307,-0.26,4,0,66.2,80
2308,-1.14,17.1,0,87.4,104
2309,-1.84,27.6,0,70,97
2310,-2.21,33.1,0,36.7,80
2311,-2.49,37.4,0,28.7,80
2312,-2.6,39,0,10.8,80
2313,-2.69,40.3,0,8.8,80
2314,-2.62,39.3,0,-6.8,80
2315,-2.35,35.2,0,-27.2,80
2316,-2.07,31,0,-28,80
2317,-1.7,25.5,0,-36.6,-80
2318,-1.02,15.3,0,-68.1,-80
2319,-0.46,7,0,-55.7,-80
2320,0.11,-1.7,0,-57.8,-80
2321,0.71,-10.7,0,-59.9,-80
2322,1.19,-17.9,0,-47.9,-80
2323,1.9,-28.4,0,-70.5,-98
2324,2.21,-33.2,0,-31.6,-80
2325,2.23,-33.5,0,-1.9,-80
2326,2.15,-32.3,0,8,-80
2327,2.17,-32.5,0,-1.7,-80
2328,1.96,-29.4,0,21,-80
2329,1.55,-23.3,0,40.3,80
2330,1.05,-15.7,0,50.5,80
2331,0.39,-5.8,0,66.2,80
2332,-0.22,3.3,0,60.8,80
2333,-1.05,15.7,0,82.7,98
2334,-1.92,28.8,0,87.4,116
2335,-2.72,40.8,0,79.4,120
2336,-3.19,47.8,0,46.9,94
2337,-3.69,55.4,0,50.7,106
2338,-3.93,59,0,24.2,83
2339,-3.95,59.3,0,1.6,80
2340,-3.91,58.6,0,-4.1,80
2341,-3.8,57.1,0,-10.5,80
2342,-3.61,54.1,0,-19.5,80
2343,-3.31,49.6,0,-30.2,80
2344,-2.86,43,0,-44.3,-80
2345,-2.47,37.1,0,-39.5,-80
2346,-1.81,27.1,0,-66.4,-80
2347,-1.21,18.2,0,-59.4,-80
2348,-0.56,8.3,0,-65.5,-80
2349,-0.02,0.3,0,-53.5,-80
2350,0.48,-7.2,0,-50.1,-80
2351,0.76,-11.5,0,-28.5,-50
2352,0.94,-14.1,0,-17.8,-50
2353,0.7,-10.6,0,23.8,80
2354,0.39,-5.8,0,31.8,80
2355,0.03,-0.4,0,35.6,80
2356,-0.23,3.4,0,25.8,80
2357,-0.4,6,0,17.5,80
2358,-0.43,6.5,0,3.1,80
2359,-0.47,7.1,0,3.9,80
2360,-0.53,7.9,0,5.4,50
2361,-0.28,4.2,0,-24.7,-80
2362,0.31,-4.6,0,-58.7,-80
2363,0.99,-14.8,0,-67.9,-82
2364,1.71,-25.6,0,-72,-97
2365,2.39,-35.9,0,-68.5,-104
2366,2.85,-42.7,0,-45.4,-88
2367,3.15,-47.3,0,-30.8,-80
2368,3.27,-49,0,-11.4,-80
2369,3.21,-48.2,0,5.5,-80
2370,3.21,-48.1,0,0.2,-80
2371,3.2,-48,0,1.3,-80
2372,3.02,-45.3,0,18,-80
2373,2.87,-43.1,0,14.5,-80
2374,2.55,-38.2,0,32.3,-50
2375,2.14,-32.1,0,40.7,80
2376,1.65,-24.8,0,48.8,80
2377,1.03,-15.4,0,62.6,80
2378,0.48,-7.3,0,54.3,80
2379,0.09,-1.3,0,39.7,80
2380,-0.23,3.5,0,31.9,80
2381,-0.7,10.6,0,47.2,80
2382,-0.79,11.9,0,9.2,50
2383,-0.45,6.7,0,-34.7,-80
2384,-0.04,0.7,0,-40.3,-80
2385,0.46,-6.9,0,-50.7,-80
2386,0.86,-13,0,-40.1,-80
2387,1.24,-18.6,0,-37.8,-80
2388,1.53,-23,0,-28.9,-80
2389,2.1,-31.6,0,-57.3,-88
2390,2.35,-35.2,0,-24.6,-80
2391,2.15,-32.2,0,20.3,-80
2392,1.8,-27,0,34.8,80
2393,1.45,-21.8,0,34.7,80
2394,0.74,-11.2,0,70.6,80
2395,0.2,-3,0,54.1,80
2396,-0.24,3.5,0,43.8,80
2397,-0.62,9.4,0,38.9,80
2398,-0.9,13.6,0,28,80
2399,-0.97,14.6,0,6.9,50
2400,-0.94,14.1,0,-3.6,50
2401,-0.94,14.1,0,0.2,50
2402,-0.78,11.7,0,-16,-80
2403,-0.27,4.1,0,-50.6,-80
2404,0.25,-3.7,0,-52.3,-80
2405,0.76,-11.4,0,-50.8,-80
2406,1.13,-17,0,-37.6,-80
2407,1.62,-24.2,0,-48.2,-80
2408,1.9,-28.5,0,-28.8,-80
2409,1.8,-27,0,10,-50
2410,1.39,-20.8,0,41.3,80
2411,0.94,-14.1,0,45.1,80
2412,0.37,-5.6,0,56.8,80
2413,-0.03,0.5,0,40.5,80
2414,-0.32,4.8,0,28.6,80
2415,-0.5,7.4,0,17.5,80
2416,-0.69,10.4,0,19.6,80
2417,-0.86,12.9,0,17,50
2418,-0.65,9.8,0,-20.7,-80
2419,-0.21,3.2,0,-44,-80
2420,0.3,-4.5,0,-51.4,-80
2421,0.82,-12.3,0,-52,-80
2422,1.25,-18.8,0,-43.3,-80
2423,1.6,-24.1,0,-35.1,-80
2424,1.95,-29.2,0,-34.1,-80
2425,1.94,-29.1,0,0.9,-50
2426,2.29,-34.3,0,-35.2,-69
2427,2.17,-32.5,0,12.3,-50
2428,1.7,-25.5,0,46.7,80
2429,1.25,-18.7,0,45,80
2430,0.76,-11.3,0,49.4,80
2431,0.29,-4.3,0,46.7,80
2432,-0.09,1.4,0,38.3,80
2433,-0.43,6.5,0,33.6,80
2434,-0.57,8.6,0,14.1,80
2435,-0.58,8.8,0,1.2,50
2436,-0.61,9.2,0,2.8,50
2437,-0.26,3.9,0,-35.3,-80
2438,0.07,-1.1,0,-32.9,-80
2439,0.52,-7.8,0,-45,-80
2440,0.95,-14.3,0,-43.3,-80
2441,1.4,-21.1,0,-45.1,-80
2442,1.8,-27,0,-39.4,-80
2443,2.35,-35.2,0,-55.1,-90
2444,2.66,-39.9,0,-31,-80
2445,2.69,-40.4,0,-3.1,-80
2446,2.57,-38.6,0,11.7,-80
2447,2.59,-38.8,0,-1.4,-80
2448,2.89,-43.3,0,-30.1,-80
2449,2.56,-38.5,0,32.3,-80
2450,2.16,-32.4,0,40.4,80
2451,1.88,-28.2,0,27.7,0
2452,1.29,-19.3,0,59.5,80
2453,0.77,-11.6,0,51.5,80
2454,0.28,-4.2,0,49.3,80
2455,-0.22,3.3,0,50.2,80
2456,-0.99,14.8,0,76.6,91
2457,-1.59,23.8,0,60,83
2458,-1.8,27.1,0,21.6,80
2459,-1.77,26.6,0,-2.9,80
2460,-1.54,23.1,0,-23.6,0
2461,-1.5,22.6,0,-3.4,80
2462,-1.12,16.8,0,-38.4,-80
2463,-0.54,8,0,-58.4,-80
2464,0.03,-0.4,0,-56.5,-80
2465,0.63,-9.4,0,-59.7,-80
2466,1.27,-19,0,-64.3,-83
2467,1.82,-27.2,0,-54.7,-81
2468,2.41,-36.2,0,-59.6,-95
2469,2.73,-41,0,-32.2,-80
2470,2.97,-44.5,0,-23.3,-80
2471,3.23,-48.5,0,-26.5,-80
2472,3.3,-49.5,0,-6.7,-80
2473,3.35,-50.3,0,-5.3,-80
2474,3.25,-48.7,0,10.7,-80
2475,3.03,-45.5,0,21.3,-80
2476,2.82,-42.3,0,21.2,-50
2477,2.57,-38.5,0,25.5,-50
2478,2.26,-33.9,0,30.7,-50
2479,1.94,-29.1,0,31.6,80
2480,1.34,-20.1,0,60.5,80
2481,0.75,-11.2,0,59.1,80
2482,0.26,-4,0,48.4,80
2483,-0.19,2.9,0,45.8,80
2484,-0.5,7.4,0,30.1,80
2485,-0.66,9.9,0,16.6,80
2486,-0.75,11.2,0,8.4,50
2487,-0.54,8.1,0,-20.4,-80
2488,-0.31,4.7,0,-22.9,-80
2489,0.14,-2.1,0,-45.3,-80
2490,0.61,-9.2,0,-47.6,-80
2491,1.41,-21.1,0,-79.4,-100
2492,2.2,-32.9,0,-78.6,-111
2493,2.62,-39.3,0,-42.5,-81
2494,3.13,-47,0,-51.4,-98
2495,3.82,-57.3,0,-68.7,-126
2496,4.13,-61.9,0,-30.7,-92
2497,4.4,-66,0,-27.4,-93
2498,4.57,-68.6,0,-16.8,-85
2499,4.77,-71.5,0,-19.6,-91
2500,4.83,-72.5,0,-6.3,-80
2501,4.98,-74.7,0,-15.1,-89
2502,4.89,-73.4,0,9,-80
2503,4.66,-69.9,0,23.1,-80
2504,4.48,-67.1,0,18.4,-80
2505,4.51,-67.7,0,-3.5,-80
2506,4.26,-63.9,0,25.2,-80
2507,4.01,-60.1,0,25,-80
2508,3.74,-56.1,0,27.2,-80
2509,3.4,-51,0,33.9,-50
2510,3.25,-48.8,0,14.4,-50
2511,2.89,-43.3,0,36.5,-50
2512,2.5,-37.5,0,38.6,80
2513,2,-30,0,50.1,80
2514,1.36,-20.5,0,63.8,80
2515,0.82,-12.4,0,54,80
2516,0.38,-5.6,0,44.9,80
2517,0.04,-0.5,0,33.9,80
2518,-0.08,1.2,0,11.4,80
2519,-0.39,5.9,0,31.6,50
2520,-0.15,2.3,0,-24.3,-80
2521,0.25,-3.8,0,-40.4,-80
2522,0.69,-10.4,0,-44.2,-80
2523,1.18,-17.7,0,-48.7,-80
2524,1.76,-26.5,0,-58.3,-84
2525,2.47,-37,0,-70.3,-107
2526,3.16,-47.4,0,-69.1,-116
2527,4.17,-62.5,0,-100.9,-163
2528,4.72,-70.9,0,-55.7,-126
2529,5.16,-77.4,0,-43.3,-120
2530,5.58,-83.7,0,-42.4,-126
2531,5.95,-89.3,0,-37.4,-126
2532,6.24,-93.7,0,-28.9,-122
2533,6.39,-95.8,0,-14.3,-110
2534,6.57,-98.6,0,-18.7,-117
2535,6.69,-100.3,0,-11.6,-111
2536,6.68,-100.2,0,1.1,-99
2537,6.78,-101.7,0,-10.1,-111
2538,6.61,-99.1,0,17.3,-81
2539,6.42,-96.3,0,18.5,-80
2540,6.4,-96,0,2.2,-93
2541,6.14,-92.1,0,26.1,-80
2542,6.11,-91.7,0,2.8,-88
2543,6.09,-91.4,0,1.8,-89
2544,6.09,-91.3,0,0.5,-90
2545,6.11,-91.7,0,-2.2,-93
2546,6.12,-91.8,0,-1,-92
2547,6.07,-91.1,0,4.7,-86
2548,6,-90,0,7.7,-82
2549,6.11,-91.6,0,-11.3,-102
2550,6.21,-93.1,0,-10,-103
2551,6.39,-95.9,0,-18.6,-114
2552,6.4,-96,0,-0.5,-96
2553,6.59,-98.8,0,-18.6,-117
2554,6.79,-101.8,0,-20.2,-122
2555,6.96,-104.3,0,-16.8,-121
2556,7.03,-222.5,0,-7.5,-230
2557,7.32,-241,0,-28.7,-255
2558,7.9,-280.9,0,-58.2,-255
2559,8.23,-305.1,0,-33.4,-255
2560,8.16,-300,0,7,-255
2561,8.44,-320.6,0,-27.6,-255
2562,8.69,-340.1,0,-25.2,-255
2563,8.94,-360,0,-25.1,-255
2564,9.24,-384.4,0,-29.8,-255
2565,9.11,-373.3,0,13.5,-255
2566,9.42,-399.4,0,-31.4,-255
2567,9.59,-413.6,0,-16.6,-255
2568,9.6,-414.9,0,-1.5,-255
2569,9.56,-411.6,0,3.9,-255
2570,9.78,-430.3,0,-21.5,-255
2571,9.84,-435.3,0,-5.7,-255
2572,10.01,-450.7,0,-17.2,-255
2573,10.25,-472.7,0,-24.2,-255
2574,10.64,-509.2,0,-38.8,-255
2575,10.9,-534.7,0,-26.3,-255
2576,11.39,-583.5,0,-48.6,-255
2577,12,-648.2,0,-61.5,-255
2578,12.35,-686.7,0,-35.2,-255
2579,13.05,-766.5,0,-69.7,-255
2580,13.7,-844.4,0,-64.7,-255
2581,14.21,-908.2,0,-50.8,-255
2582,15.22,-1042,0,-101,-255
2583,15.64,-1100.6,0,-42.3,-255
2584,16.86,-1278.9,0,-121.9,-255
2585,17.5,-1377.9,0,-64.1,-255
2586,19.12,-1644.7,0,-161.9,-255
2587,20.2,-1836,0,-108.1,-255
2588,20.87,-1959.6,0,-66.9,-255
2589,21.65,-2109.9,0,-78.6,-255
2590,21.48,-2076.9,0,17,-255
2591,21.43,-2066.3,0,5.5,-255
2592,21.1,-2002.7,0,33.3,-255
2593,21.2,-2021.7,0,-10,-255
2594,21.72,-2122.5,0,-52.2,-255
2595,21.6,-2100.5,0,11.3,-255
2596,21.8,-2139.5,0,-20,-255
2597,22.15,-2207.5,0,-34.4,-255
2598,21.91,-2159.6,0,24.2,-255
2599,21.57,-2093,0,34,-255
2600,21.12,-2008.1,0,44.2,-255
2601,20.57,-1904,0,55.5,-255
2602,19.91,-1784.4,0,65.7,-255
2603,19.21,-1661.2,0,70,-255
2604,18.67,-1567.9,0,54.7,-255
2605,18.4,-1524.1,0,26.3,-255
2606,18.12,-1477.8,0,28.2,-255
2607,17.34,-1353.8,0,77.7,-255
2608,16.5,-1225.5,0,84.2,-255
2609,15.97,-1147.2,0,53.6,-255
2610,14.92,-1001.2,0,105,-255
2611,13.75,-850.5,0,116.9,-255
2612,12.46,-698.4,0,128.9,-255
2613,11.06,-550.2,0,140.1,-255
2614,9.54,-409.6,0,151.7,-255
2615,8.45,-321.6,0,108.6,-212
2616,6.7,-100.5,0,175.2,80
2617,4.87,-73,0,183.2,110
2618,2.95,-44.2,0,192.3,148
2619,0.5,-7.5,0,244.7,237
2620,-1.45,21.7,0,194.7,216
2621,-3.25,48.7,0,180.3,229
2622,-4.92,73.8,0,166.8,240
2623,-6.34,95.2,0,142.6,237
2624,-7.58,258.4,0,123.4,255
2625,-8.59,332.1,0,101.3,255
2626,-9.8,432.5,0,121.3,255
2627,-10.42,489,0,62.1,255
2628,-10.73,518.1,0,30.5,255
2629,-10.84,528.4,0,10.7,255
2630,-10.76,521.2,0,-7.4,255
2631,-10.22,470.3,0,-53.9,255
2632,-9.41,398.8,0,-80.9,255
2633,-8.82,350.3,0,-59.2,255
2634,-7.92,282.6,0,-89.8,192
2635,-7.11,227.3,0,-81.6,145
2636,-6.17,92.5,0,-94.3,-80
2637,-5.19,77.8,0,-97.8,-80
2638,-4.74,71.2,0,-44.4,80
2639,-3.53,52.9,0,-121.4,-80
2640,-1.5,22.5,0,-203.1,-180
2641,0.21,-3.1,0,-170.5,-173
2642,1.36,-20.4,0,-115.2,-135
2643,3.08,-46.1,0,-171.7,-217
2644,3.79,-56.9,0,-71.6,-128
2645,4.62,-69.3,0,-82.5,-151
2646,5.26,-78.8,0,-63.9,-142
2647,5.61,-84.2,0,-35.7,-119
2648,5.67,-85.1,0,-5.7,-90
2649,5.54,-83.2,0,12.7,-80
2650,5.09,-76.4,0,44.9,-80
2651,4.06,-60.9,0,103.2,80
2652,3.32,-49.7,0,74.6,80
2653,2.18,-32.8,0,113.3,80
2654,0.65,-9.8,0,153,143
2655,-1.04,15.6,0,169.3,184
2656,-2.39,35.9,0,135.5,171
2657,-3.75,56.2,0,135.2,191
2658,-4.68,70.1,0,93,163
2659,-5.51,82.7,0,83.6,166
2660,-6.19,92.9,0,68,160
2661,-6.67,100,0,47.5,147
2662,-7.11,227.4,0,44.2,255
2663,-7.65,263.7,0,54.5,255
2664,-8.22,304.3,0,56.8,255
2665,-8.42,319.2,0,20,255
2666,-8.2,302.4,0,-22.5,255
2667,-7.7,266.9,0,-49.5,217
2668,-7.04,223,0,-66.3,156
2669,-6.26,93.9,0,-78.2,80
2670,-5.41,81.1,0,-85.1,-80
2671,-4.54,68.1,0,-86.7,-80
2672,-3.72,55.7,0,-82.2,-80
2673,-2.97,44.6,0,-74.2,-80
2674,-1.94,29.1,0,-103.6,-80
2675,-1.62,24.3,0,-31.8,-80
2676,-0.99,14.9,0,-63,-80
2677,-0.4,5.9,0,-59.4,-53
2678,0,-0,0,-39.9,-50
2679,0.69,-10.4,0,-69.1,-79
2680,1.11,-16.6,0,-41.4,-57
2681,1.5,-22.5,0,-39.1,-61
2682,1.75,-26.2,0,-24.9,-51
2683,2.03,-30.5,0,-28.3,-58
2684,2.4,-36,0,-36.9,-72
2685,2.8,-42.1,0,-40.3,-82
2686,3.21,-48.1,0,-40.6,-88
2687,3.61,-54.1,0,-39.5,-93
2688,3.99,-59.8,0,-38.5,-98
2689,4.26,-63.9,0,-26.8,-90
2690,4.69,-70.3,0,-43.2,-113
2691,4.94,-74.1,0,-24.9,-99
2692,4.97,-74.5,0,-2.9,-80
2693,4.94,-74.2,0,2.3,-80
2694,4.96,-74.4,0,-1.4,-80
2695,4.94,-74.1,0,2,-80
2696,4.92,-73.9,0,1.4,-80
2697,4.81,-72.2,0,11.1,-80
2698,4.62,-69.4,0,19,-80
2699,4.36,-65.4,0,26.6,-50
2700,4.1,-61.5,0,25.6,-50
2701,3.82,-57.3,0,27.9,-50
2702,3.63,-54.5,0,19.1,-50
2703,3.5,-52.5,0,13,-50
2704,3.41,-51.2,0,9,-50
2705,3.27,-49.1,0,13.7,-50
2706,3.13,-46.9,0,14.9,-50
2707,3.01,-45.1,0,12,-50
2708,2.83,-42.4,0,17.7,-50
2709,2.74,-41.1,0,9.2,-50
2710,2.59,-38.8,0,14.7,-50
2711,2.43,-36.4,0,16.1,-50
2712,2.31,-34.7,0,11.5,-50
2713,2.23,-33.4,0,8.8,-50
2714,2.11,-31.6,0,12.1,-50
2715,1.94,-29.1,0,16.9,-50
2716,1.78,-26.7,0,15.8,-50
2717,1.67,-25.1,0,10.6,-50
2718,1.57,-23.6,0,10,-50
2719,1.46,-21.9,0,11.4,-50
2720,1.35,-20.3,0,10.5,-50
2721,1.19,-17.9,0,16.4,-50
2722,1.04,-15.6,0,14.9,0
2723,0.9,-13.6,0,13.7,0
2724,0.68,-10.2,0,22.3,80
2725,0.49,-7.4,0,19.1,80
2726,0.21,-3.1,0,28.2,80
2727,-0.08,1.1,0,28.3,80
2728,-0.42,6.3,0,34.6,80
2729,-0.9,13.4,0,47.5,80
2730,-0.99,14.8,0,8.9,80
2731,-1.15,17.2,0,16.5,50
2732,-1.32,19.8,0,17.2,50
2733,-1.45,21.7,0,12.7,50
2734,-1.55,23.3,0,10.2,50
2735,-1.66,24.9,0,11.2,50
2736,-1.85,27.8,0,18.9,50
2737,-2.09,31.4,0,24.2,55
2738,-2.26,33.9,0,16.9,50
2739,-2.44,36.5,0,17.3,53
2740,-2.66,39.9,0,22.1,61
2741,-2.83,42.4,0,16.8,59
2742,-3.02,45.3,0,19.5,64
2743,-3.21,48.1,0,18.9,67
2744,-3.55,53.2,0,33.7,86
2745,-3.82,57.2,0,27,84
2746,-4.08,61.2,0,26.2,87
2747,-4.25,63.7,0,17.1,80
